Nicardipine hydrochloride,Medication,108527006,SNOMED,2024-06-01
Bepridil hydrochloride,Medication,108531000,SNOMED,2024-06-01
Moexipril hydrochloride,Medication,108567007,SNOMED,2024-06-01
Fosinopril sodium,Medication,108570006,SNOMED,2024-06-01
Benazepril hydrochloride,Medication,108573008,SNOMED,2024-06-01
Losartan potassium,Medication,108582002,SNOMED,2024-06-01
Pamabrom,Medication,116552006,SNOMED,2024-06-01
Perindopril erbumine,Medication,129485000,SNOMED,2024-06-01
Eprosartan mesilate,Medication,129488003,SNOMED,2024-06-01
Mercaptomerin,Medication,362947006,SNOMED,2024-06-01
Nicardipine,Medication,372502001,SNOMED,2024-06-01
Bepridil,Medication,372503006,SNOMED,2024-06-01
Fosinopril,Medication,372510000,SNOMED,2024-06-01
Benazepril,Medication,372511001,SNOMED,2024-06-01
Candesartan,Medication,372512008,SNOMED,2024-06-01
Aldosterone receptor antagonist,Medication,372603003,SNOMED,2024-06-01
Enalapril,Medication,372658000,SNOMED,2024-06-01
Saluretic agent,Medication,372660003,SNOMED,2024-06-01
Loop diuretic,Medication,372691009,SNOMED,2024-06-01
Diuretic,Medication,372695000,SNOMED,2024-06-01
Nitrate-based vasodilating agent,Medication,372700007,SNOMED,2024-06-01
Acetazolamide,Medication,372709008,SNOMED,2024-06-01
Angiotensin-converting enzyme inhibitor,Medication,372733002,SNOMED,2024-06-01
Thiazide diuretic,Medication,372747003,SNOMED,2024-06-01
Potassium-sparing diuretic,Medication,372753003,SNOMED,2024-06-01
Verapamil,Medication,372754009,SNOMED,2024-06-01
Uricosuric agent,Medication,372758007,SNOMED,2024-06-01
Chlorothiazide,Medication,372782002,SNOMED,2024-06-01
Osmotic diuretic,Medication,372792005,SNOMED,2024-06-01
Diltiazem,Medication,372793000,SNOMED,2024-06-01
Angiotensin II receptor antagonist,Medication,372913009,SNOMED,2024-06-01
Perindopril,Medication,372916001,SNOMED,2024-06-01
Calcium channel blocker,Medication,373304005,SNOMED,2024-06-01
Moexipril,Medication,373442003,SNOMED,2024-06-01
Ethacrynic acid,Medication,373536004,SNOMED,2024-06-01
Losartan,Medication,373567002,SNOMED,2024-06-01
Mercurial diuretic,Medication,373751005,SNOMED,2024-06-01
Amlodipine besilate,Medication,384976003,SNOMED,2024-06-01
Pentaerythritol tetranitrate,Medication,386836006,SNOMED,2024-06-01
Gabapentin,Medication,386845007,SNOMED,2024-06-01
Isosorbide,Medication,386853004,SNOMED,2024-06-01
Isosorbide mononitrate,Medication,386854005,SNOMED,2024-06-01
Nisoldipine,Medication,386861009,SNOMED,2024-06-01
Isradipine,Medication,386862002,SNOMED,2024-06-01
Felodipine,Medication,386863007,SNOMED,2024-06-01
Amlodipine,Medication,386864001,SNOMED,2024-06-01
Trandolapril,Medication,386871006,SNOMED,2024-06-01
Ramipril,Medication,386872004,SNOMED,2024-06-01
Lisinopril,Medication,386873009,SNOMED,2024-06-01
Quinapril,Medication,386874003,SNOMED,2024-06-01
Quinapril hydrochloride,Medication,386875002,SNOMED,2024-06-01
Valsartan,Medication,386876001,SNOMED,2024-06-01
Irbesartan,Medication,386877005,SNOMED,2024-06-01
Candesartan cilexetil,Medication,386878000,SNOMED,2024-06-01
Amyl nitrite,Medication,387038004,SNOMED,2024-06-01
Triamterene,Medication,387053007,SNOMED,2024-06-01
Telmisartan,Medication,387069000,SNOMED,2024-06-01
Spironolactone,Medication,387078006,SNOMED,2024-06-01
Urea,Medication,387092000,SNOMED,2024-06-01
Sulfinpyrazone,Medication,387108008,SNOMED,2024-06-01
Metolazone,Medication,387123003,SNOMED,2024-06-01
Mersalyl,Medication,387157006,SNOMED,2024-06-01
Captopril,Medication,387160004,SNOMED,2024-06-01
Enalapril maleate,Medication,387165009,SNOMED,2024-06-01
Mannitol,Medication,387168006,SNOMED,2024-06-01
Prenylamine,Medication,387288001,SNOMED,2024-06-01
Chlortalidone,Medication,387324004,SNOMED,2024-06-01
Isosorbide dinitrate,Medication,387332007,SNOMED,2024-06-01
Probenecid,Medication,387365004,SNOMED,2024-06-01
Methyclothiazide,Medication,387373008,SNOMED,2024-06-01
Nitroglycerin,Medication,387404004,SNOMED,2024-06-01
Indapamide,Medication,387419003,SNOMED,2024-06-01
Furosemide,Medication,387475002,SNOMED,2024-06-01
Choline theophyllinate,Medication,387489007,SNOMED,2024-06-01
Nifedipine,Medication,387490003,SNOMED,2024-06-01
Polythiazide,Medication,387492006,SNOMED,2024-06-01
Bumetanide,Medication,387498005,SNOMED,2024-06-01
Nimodipine,Medication,387502003,SNOMED,2024-06-01
Amiloride,Medication,387503008,SNOMED,2024-06-01
Amiloride hydrochloride,Medication,387516008,SNOMED,2024-06-01
Bendroflumethiazide,Medication,387520007,SNOMED,2024-06-01
Hydrochlorothiazide,Medication,387525002,SNOMED,2024-06-01
Apazone,Medication,391798003,SNOMED,2024-06-01
Imidapril hydrochloride,Medication,395741003,SNOMED,2024-06-01
Lacidipine,Medication,395764001,SNOMED,2024-06-01
Lercanidipine hydrochloride,Medication,395768003,SNOMED,2024-06-01
Mersalyl sodium,Medication,395784002,SNOMED,2024-06-01
Xipamide,Medication,395923001,SNOMED,2024-06-01
Clopamide,Medication,395940005,SNOMED,2024-06-01
Hydroflumethiazide,Medication,395946004,SNOMED,2024-06-01
Cilazapril,Medication,395947008,SNOMED,2024-06-01
Imidapril,Medication,395984005,SNOMED,2024-06-01
Lercanidipine,Medication,395986007,SNOMED,2024-06-01
Cyclopenthiazide,Medication,396009008,SNOMED,2024-06-01
Eprosartan,Medication,396044005,SNOMED,2024-06-01
Phenylalkylamine,Medication,406766008,SNOMED,2024-06-01
Benzothiazepine,Medication,406767004,SNOMED,2024-06-01
Diarylaminopropylamine,Medication,406768009,SNOMED,2024-06-01
Dihydropyridine derivative calcium channel blocker,Medication,406769001,SNOMED,2024-06-01
Mefruside,Medication,406772008,SNOMED,2024-06-01
Eplerenone,Medication,407010008,SNOMED,2024-06-01
Diltiazem maleate,Medication,410870005,SNOMED,2024-06-01
Amiloride hydrochloride dihydrate,Medication,412082007,SNOMED,2024-06-01
Olmesartan,Medication,412259001,SNOMED,2024-06-01
Olmesartan medoxomil,Medication,412260006,SNOMED,2024-06-01
Terodiline,Medication,417479000,SNOMED,2024-06-01
Piperazine-derivative calcium channel blocker,Medication,418559008,SNOMED,2024-06-01
Lidoflazine,Medication,418865004,SNOMED,2024-06-01
Purine derivative diuretic,Medication,419151007,SNOMED,2024-06-01
Piretanide,Medication,419451002,SNOMED,2024-06-01
Potassium canrenoate,Medication,419615001,SNOMED,2024-06-01
Amlodipine maleate,Medication,421048000,SNOMED,2024-06-01
Mibefradil,Medication,421651006,SNOMED,2024-06-01
Perhexiline,Medication,421817009,SNOMED,2024-06-01
Conivaptan,Medication,421858002,SNOMED,2024-06-01
Aliskiren fumarate,Medication,425981005,SNOMED,2024-06-01
Renin inhibitor,Medication,426228001,SNOMED,2024-06-01
Aliskiren,Medication,426725002,SNOMED,2024-06-01
Clevidipine,Medication,439471002,SNOMED,2024-06-01
Perindopril arginine,Medication,442509000,SNOMED,2024-06-01
Tolvaptan,Medication,443058000,SNOMED,2024-06-01
Nitrendipine,Medication,444757009,SNOMED,2024-06-01
Azilsartan,Medication,449042005,SNOMED,2024-06-01
Azilsartan medoxomil,Medication,449561004,SNOMED,2024-06-01
Pinaverium bromide,Medication,698023008,SNOMED,2024-06-01
Benzbromarone,Medication,698025001,SNOMED,2024-06-01
Barnidipine,Medication,698052006,SNOMED,2024-06-01
Delapril,Medication,698093003,SNOMED,2024-06-01
Delapril hydrochloride,Medication,700066002,SNOMED,2024-06-01
Gabapentin enacarbil,Medication,703122000,SNOMED,2024-06-01
Zofenopril,Medication,703340007,SNOMED,2024-06-01
Zofenopril calcium,Medication,703341006,SNOMED,2024-06-01
Zofenoprilat,Medication,703342004,SNOMED,2024-06-01
Zofenoprilat,Medication,703342004,SNOMED,2024-06-01
Zofenoprilat arginine,Medication,703343009,SNOMED,2024-06-01
Gallopamil,Medication,703433005,SNOMED,2024-06-01
Gallopamil hydrochloride,Medication,703434004,SNOMED,2024-06-01
Nilvadipine,Medication,713436005,SNOMED,2024-06-01
Spirapril,Medication,713473008,SNOMED,2024-06-01
Lesinurad,Medication,715259003,SNOMED,2024-06-01
Althiazide,Medication,717101002,SNOMED,2024-06-01
"1,2-dinitroglycerin",Medication,725531004,SNOMED,2024-06-01
Indapamide hemihydrate,Medication,725661001,SNOMED,2024-06-01
Cilazapril monohydrate,Medication,725786001,SNOMED,2024-06-01
Irbesartan hydrochloride,Medication,734504000,SNOMED,2024-06-01
Cicletanine,Medication,735156005,SNOMED,2024-06-01
Cicletanine hydrochloride,Medication,735160008,SNOMED,2024-06-01
Perindopril tosylate,Medication,735174001,SNOMED,2024-06-01
Manidipine,Medication,765322004,SNOMED,2024-06-01
Manidipine hydrochloride,Medication,765323009,SNOMED,2024-06-01
Sacubitril and valsartan only product,Medication,777480008,SNOMED,2024-06-01
Terodiline hydrochloride,Medication,782604006,SNOMED,2024-06-01
Amlodipine benzoate,Medication,789067004,SNOMED,2024-06-01
Renin-angiotensin system inhibitor,Medication,866173006,SNOMED,2024-06-01
Azilsartan medoxomil potassium,Medication,895431005,SNOMED,2024-06-01
Enalapril sodium,Medication,1119307002,SNOMED,2024-06-01
Perindopril erbumine monohydrate,Medication,1119308007,SNOMED,2024-06-01
Finerenone,Medication,1163346008,SNOMED,2024-06-01
Cilnidipine,Medication,1177123004,SNOMED,2024-06-01
Amlodipine mesylate,Medication,1193663008,SNOMED,2024-06-01
Levamlodipine,Medication,1217308000,SNOMED,2024-06-01
Levamlodipine besylate,Medication,1217324004,SNOMED,2024-06-01
Amiloride hydrochloride anhydrous,Medication,1268944002,SNOMED,2024-06-01
Cilazapril anhydrous,Medication,1268982005,SNOMED,2024-06-01
Lisinopril anhydrous,Medication,1269132005,SNOMED,2024-06-01
Benidipine hydrochloride,Medication,1303527004,SNOMED,2024-06-01
Benidipine,Medication,1303528009,SNOMED,2024-06-01
Lercanidipine hydrochloride hemihydrate,Medication,1304158004,SNOMED,2024-06-01
Perhexiline maleate,Medication,1332137007,SNOMED,2024-06-01
Fimasartan,Medication,1332433003,SNOMED,2024-06-01
Fimasartan potassium trihydrate,Medication,1332434009,SNOMED,2024-06-01
Lisinopril dihydrate,Medication,341000220102,SNOMED,2024-06-01
Butizide,Medication,20551000122108,SNOMED,2024-06-01
Tocainide hydrochloride,Medication,2195004,SNOMED,2024-06-01
Acebutolol hydrochloride,Medication,3597005,SNOMED,2024-06-01
Glucurolactone,Medication,18600008,SNOMED,2024-06-01
Diphenadione,Medication,20368008,SNOMED,2024-06-01
Protein C,Medication,25525005,SNOMED,2024-06-01
Heparin calcium,Medication,29725000,SNOMED,2024-06-01
4-hydroxycoumarin,Medication,31011004,SNOMED,2024-06-01
Aglycone,Medication,35135004,SNOMED,2024-06-01
Esmolol hydrochloride,Medication,35318005,SNOMED,2024-06-01
Ouabain,Medication,35966009,SNOMED,2024-06-01
Beta-2 adrenergic receptor antagonist,Medication,37751002,SNOMED,2024-06-01
Anisindione,Medication,38122009,SNOMED,2024-06-01
Potassium warfarin,Medication,41509001,SNOMED,2024-06-01
Ancrod,Medication,43848004,SNOMED,2024-06-01
Heparin sodium,Medication,50045009,SNOMED,2024-06-01
Phenprocoumon,Medication,59488002,SNOMED,2024-06-01
Lidocaine hydrochloride,Medication,61773008,SNOMED,2024-06-01
Warfarin sodium,Medication,63167009,SNOMED,2024-06-01
Propranolol hydrochloride,Medication,65088001,SNOMED,2024-06-01
Timolol maleate,Medication,75359005,SNOMED,2024-06-01
Dicumarol,Medication,79209008,SNOMED,2024-06-01
Dalfampridine,Medication,80994002,SNOMED,2024-06-01
Encainide hydrochloride,Medication,81017004,SNOMED,2024-06-01
Bromindione,Medication,88352008,SNOMED,2024-06-01
Cyclocumarol,Medication,88589005,SNOMED,2024-06-01
Bromadiolone,Medication,95993009,SNOMED,2024-06-01
Alprenolol,Medication,96294004,SNOMED,2024-06-01
Resveratrol,Medication,96383001,SNOMED,2024-06-01
Acarboxy-protein C,Medication,103249001,SNOMED,2024-06-01
Moracizine hydrochloride,Medication,108489008,SNOMED,2024-06-01
Mexiletine hydrochloride,Medication,108500007,SNOMED,2024-06-01
Cerivastatin sodium,Medication,108597004,SNOMED,2024-06-01
Atorvastatin calcium,Medication,108601004,SNOMED,2024-06-01
Enoxaparin sodium,Medication,108983001,SNOMED,2024-06-01
Dalteparin sodium,Medication,108987000,SNOMED,2024-06-01
Ardeparin sodium,Medication,108990006,SNOMED,2024-06-01
Pentosan polysulfate sodium,Medication,109117004,SNOMED,2024-06-01
Carbaspirin calcium,Medication,111122008,SNOMED,2024-06-01
Cilostazol,Medication,116087001,SNOMED,2024-06-01
Dofetilide,Medication,116107002,SNOMED,2024-06-01
Brodifacoum,Medication,117448002,SNOMED,2024-06-01
Sotalol hydrochloride,Medication,125691000,SNOMED,2024-06-01
Metipranolol hydrochloride,Medication,126152000,SNOMED,2024-06-01
Tocainide,Medication,372479006,SNOMED,2024-06-01
Epoprostenol,Medication,372513003,SNOMED,2024-06-01
Enoxaparin,Medication,372562003,SNOMED,2024-06-01
Dalteparin,Medication,372563008,SNOMED,2024-06-01
Danaparoid,Medication,372564002,SNOMED,2024-06-01
Indanedione,Medication,372573005,SNOMED,2024-06-01
Heparinoid,Medication,372637006,SNOMED,2024-06-01
Beta-1 adrenergic receptor antagonist,Medication,372661004,SNOMED,2024-06-01
Encainide,Medication,372749000,SNOMED,2024-06-01
Labetalol,Medication,372750000,SNOMED,2024-06-01
Warfarin,Medication,372756006,SNOMED,2024-06-01
Propranolol,Medication,372772003,SNOMED,2024-06-01
Antiarrhythmic agent,Medication,372813008,SNOMED,2024-06-01
Acebutolol,Medication,372815001,SNOMED,2024-06-01
Anticoagulant,Medication,372862008,SNOMED,2024-06-01
Heparin,Medication,372877000,SNOMED,2024-06-01
Timolol,Medication,372880004,SNOMED,2024-06-01
Coumarin anticoagulant,Medication,373307003,SNOMED,2024-06-01
Digitoxin,Medication,373534001,SNOMED,2024-06-01
Pravastatin,Medication,373566006,SNOMED,2024-06-01
Moracizine,Medication,373726009,SNOMED,2024-06-01
Ardeparin,Medication,373731006,SNOMED,2024-06-01
Coagulation factor Xa inhibitor,Medication,385577009,SNOMED,2024-06-01
Treprostinil sodium,Medication,385681001,SNOMED,2024-06-01
Carteolol hydrochloride,Medication,386867008,SNOMED,2024-06-01
Bisoprolol,Medication,386868003,SNOMED,2024-06-01
Bisoprolol fumarate,Medication,386869006,SNOMED,2024-06-01
Carvedilol,Medication,386870007,SNOMED,2024-06-01
Clopidogrel,Medication,386952008,SNOMED,2024-06-01
Tirofiban,Medication,386953003,SNOMED,2024-06-01
Danaparoid sodium,Medication,386954009,SNOMED,2024-06-01
Lepirudin,Medication,386955005,SNOMED,2024-06-01
Eptifibatide,Medication,386998009,SNOMED,2024-06-01
Oxcarbazepine,Medication,387025007,SNOMED,2024-06-01
Pindolol,Medication,387102009,SNOMED,2024-06-01
Betaxolol hydrochloride,Medication,387195001,SNOMED,2024-06-01
Phenytoin,Medication,387220006,SNOMED,2024-06-01
Phenindione,Medication,387260007,SNOMED,2024-06-01
Lanatoside C,Medication,387338006,SNOMED,2024-06-01
Levobunolol hydrochloride,Medication,387349000,SNOMED,2024-06-01
Lamotrigine,Medication,387562000,SNOMED,2024-06-01
Oxprenolol,Medication,387583006,SNOMED,2024-06-01
Simvastatin,Medication,387584000,SNOMED,2024-06-01
Nebivolol,Medication,395808005,SNOMED,2024-06-01
Nicorandil,Medication,395809002,SNOMED,2024-06-01
Oxprenolol hydrochloride,Medication,395817005,SNOMED,2024-06-01
Celiprolol hydrochloride,Medication,395874008,SNOMED,2024-06-01
Ticlopidine hydrochloride,Medication,395904008,SNOMED,2024-06-01
Celiprolol,Medication,395960002,SNOMED,2024-06-01
Certoparin,Medication,395961003,SNOMED,2024-06-01
Reviparin,Medication,395998002,SNOMED,2024-06-01
Rosuvastatin calcium,Medication,406435003,SNOMED,2024-06-01
Digitalis glycoside,Medication,406759007,SNOMED,2024-06-01
Desirudin,Medication,407117009,SNOMED,2024-06-01
Betaxolol,Medication,409276006,SNOMED,2024-06-01
Levobetaxolol,Medication,409277002,SNOMED,2024-06-01
Difethialone,Medication,410940004,SNOMED,2024-06-01
Bemiparin,Medication,410964003,SNOMED,2024-06-01
Porcine heparin,Medication,412201008,SNOMED,2024-06-01
Bovine heparin sodium,Medication,412202001,SNOMED,2024-06-01
Tirofiban hydrochloride monohydrate,Medication,412321006,SNOMED,2024-06-01
Flosequinan,Medication,412391002,SNOMED,2024-06-01
Fluvastatin sodium,Medication,412392009,SNOMED,2024-06-01
Metoprolol succinate,Medication,412432007,SNOMED,2024-06-01
Tinzaparin,Medication,412608008,SNOMED,2024-06-01
